0.045454545454545456;1;8;4;3;6.155971;{'company': 'long beach', 'phone_number': '51.70', 'server': '53.00', 'order_number': '56.58', 'table': '26/07/2016', 'sub_total': 9.0, 'tax': 57.0, 'total': 6.8};['station', 'guests', 'date', 'time'];['Coffee', 'Lunch', 'Coke']
0.05128205128205128;2;6;4;9;4.547348;{'company': 'del taco', 'phone_number': '602-294-2292', 'server': 'unknown', 'order_number': 'Unknown', 'date': 'Unknown', 'time': 'unknown'};['guests', 'sub_total', 'tax', 'total'];['Shrimp Scampi', 'Chicken Milanese', 'Veal Milanese', 'Grey Goose', 'Pineapple Juice', 'Belvedere', 'Becks Non Alcoholic', 'Corona', 'Comp Item']
0.11764705882352941;2;9;0;2;4.406137;{'company': 'noches', 'phone_number': '516', 'server': 'unknown', 'order_number': 'Unknown', 'guests': 1, 'tax': 10.86, 'total': 20.81, 'date': '07/09/2024', 'time': 'unknown'};[];['Chicharron', 'Maduros']
0.05555555555555555;2;10;0;8;5.147127;{'company': 'mooyah', 'phone_number': '405-848-8888', 'server': 'unknown', 'order_number': 'Unknown', 'table': '4', 'guests': 2, 'sub_total': 15.98, 'tax': 2.03, 'total': 18.01, 'date': 'Unknown'};[];['Little MOO Shake', 'MOOYAH Burger', 'MOOYAH American Cheese', '>MOOYAH Sauce', '>Lettuce', '>Pickles', '>Fried Onion Strings', 'Regular Fries']
0.15151515151515152;5;7;0;7;4.999694;{'phone_number': '773-999-0012', 'server': 'alex', 'order_number': '1', 'table': '10', 'sub_total': 39.95, 'tax': 6.0, 'total': 45.95};[];['Makers Mark', 'Side Caesar', 'Chicken & Rib Combo', 'Woodford Reserve', 'Frisee Salad', 'Poached Shrimp Cocktail', 'NY Stip 8oz']
0.08;2;5;3;5;6.51994;{'phone_number': '804-775-8473', 'server': 'n/a', 'order_number': 'N/A', 'date': 'N/A', 'time': 'n/a'};['sub_total', 'tax', 'total'];['Little Hamburger', 'Large Fry', 'Large Soda', 'Cheeseburger', 'Regular Soda']
0.037037037037037035;1;11;0;5;4.214937;{'company': 'restaurant name', 'phone_number': '555-1111', 'server': 'john doe', 'order_number': '789', 'table': '6', 'guests': 4, 'sub_total': 28.78, 'tax': 1.6, 'total': 30.38, 'date': '2024-07-27', 'time': '8:00 pm'};[];['Philadelphia Roll', '13. Shrimp Tempura Roll', 'Rich/Famous Roll', '16. Spicy Salmon Roll', 'Veg/Tofu Pad Thai Spicy']
0.08333333333333333;2;10;0;4;4.21207;{'company': 'sushi house', 'phone_number': '561-561', 'server': '2', 'order_number': '1561', 'table': '1561', 'sub_total': 4.95, 'tax': 3.97, 'total': 8.92, 'date': '2024-07-18', 'time': '20:00'};[];['Sushi Dinner', 'Lady Gaga', 'Ginger Ale', 'Fried Cheese Cake']
0.0;0;7;0;3;5.094221;{'company': 'office depot', 'phone_number': '972-535-0811', 'server': '38', 'tax': 49.0, 'total': 2584.0, 'date': '2023-10-26', 'time': '10:38'};[];['#5 5 WING COMBO', '#6 3 TENDER ML', '#11/ POP SHRMP/COMBO']
0.25;3;6;0;1;4.648109;{'company': 'visa', 'server': '01.23', 'order_number': '01.23', 'sub_total': 16.23, 'tax': 0.0, 'time': '02:00'};[];['Poke Box']
0.08333333333333333;1;8;0;1;4.983862;{'company': 'tootsies', 'phone_number': '304-727-8484', 'server': 'david', 'station': 6, 'order_number': '97', 'sub_total': 80.79, 'tax': 6.0, 'total': 86.79};[];['Plt Lunch 2 Choices']
0.05263157894736842;1;9;0;3;4.279513;{'phone_number': 'Unknown', 'server': 'unknown', 'order_number': 'Unknown', 'table': 'unknown', 'sub_total': 46.98, 'tax': 9.98, 'total': 56.96, 'date': 'Unknown', 'time': 'unknown'};[];['Bohemia', 'Albondigas', 'Mole']
0.17647058823529413;3;8;0;2;5.05905;{'company': 'store', 'phone_number': '5719', 'server': '0578', 'guests': 12, 'sub_total': 13.98, 'total': 15.04, 'date': 'Jun 28', 'time': '17:38pm'};[];['Burrito Cmb', 'Bur-BRC']
0.13043478260869565;3;8;0;4;5.042828;{'company': "nick's grill", 'server': 'unknown', 'table': 'unknown', 'sub_total': 28.5, 'tax': 6.5, 'total': 35.0, 'date': 'Unknown', 'time': 'unknown'};[];['Open Food', 'Ossobuco', 'Diet Coke', 'G 14 Hands Cab']
0.07407407407407407;2;10;0;5;4.325067;{'company': 'restaurant', 'phone_number': '602-295-1700', 'server': '17', 'table': '1', 'guests': 1, 'sub_total': 18.95, 'tax': 5.2, 'total': 24.15, 'date': '2024-02-08', 'time': '07:15 pm'};[];['Coffee', 'Enmoladas with Meat pollo', 'Chicken Tenders', 'Flautas Chicken', 'Coloradito']
0.022727272727272728;1;7;0;12;5.229153;{'company': 'stony plain', 'phone_number': '405-233-2244', 'sub_total': 26.0, 'tax': 0.0, 'total': 26.0, 'date': '2018-07-04', 'time': '10:15'};[];['Delivery', '10 McNuggets EVM', 'L Coke', 'HM GrChs S-Fry Yog', '6 Cookies', 'Baked Apple Pie', 'L French Fries', 'L Iced Tea', 'Barbeque Sauce', 'M French Fries', 'Snoopy', 'HM Apple Juice']
0.03125;1;10;0;7;5.249685;{'company': 'noodle express', 'phone_number': '555-123-4567', 'server': 'tom', 'order_number': '12345', 'guests': 2, 'sub_total': 14.06, 'tax': 1.3, 'total': 15.36, 'date': 'November 6, 2018', 'time': '7:00 pm'};[];['Tonkotsu', 'Tofu', 'Egg', 'Corn', 'Bamboo shoots', 'Naruto', 'Spicy']
0.04;1;11;1;4;4.905227;{'company': 'new york', 'phone_number': '675', 'server': 'man', 'order_number': '14', 'table': '123', 'guests': 95, 'sub_total': 32.0, 'tax': 95.0, 'total': 48.0, 'date': '15', 'time': '03'};['fax_number'];['Vegetable Biryani', 'Malai Kofta', 'Onion Naan', 'LUNCH DISCOUNT 50% OFF']
